date,state,area,number_of_monitoring_stations,prominent_pollutants,aqi_value,air_quality_status,unit,note
30-04-2025,Odisha,Cuttack,1,O3,78,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-04-2025,Maharashtra,Sangli,1,PM10,75,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-04-2025,Madhya Pradesh,Damoh,1,PM10,46,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-04-2025,Tamil Nadu,Ooty,1,PM10,72,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-04-2025,Karnataka,Ramanagara,1,PM10,49,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-04-2025,Karnataka,Koppal,1,CO,56,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-04-2025,Bihar,Sasaram,1,PM2.5,74,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-04-2025,Gujarat,Ankleshwar,1,NO2,75,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-04-2025,Madhya Pradesh,Singrauli,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-04-2025,West Bengal,Durgapur,2,"PM10,CO",72,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-04-2025,Bihar,Patna,6,"PM10,O3",65,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-04-2025,Odisha,Brajrajnagar,1,CO,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-04-2025,Kerala,Thiruvananthapuram,2,"PM2.5,PM10",50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-04-2025,Odisha,Barbil,1,O3,156,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-04-2025,Rajasthan,Alwar,1,PM10,103,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-04-2025,Gujarat,Vapi,1,PM2.5,42,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Andhra Pradesh,Amaravati,1,PM10,84,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Bihar,Rajgir,1,PM10,116,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Karnataka,Koppal,1,CO,54,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Chhattisgarh,Korba,1,CO,105,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Puducherry,Puducherry,1,PM10,22,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Bihar,Munger,1,CO,85,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Tamil Nadu,Dindigul,1,PM10,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Rajasthan,Dholpur,1,PM10,118,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Uttar Pradesh,Lucknow,5,"PM2.5,PM10",136,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Karnataka,Chamarajanagar,1,PM10,44,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Bihar,Muzaffarpur,3,"CO,O3",67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Rajasthan,Churu,1,O3,227,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Bihar,Gaya,3,"PM2.5,PM10",74,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Maharashtra,Pune,9,"PM2.5,PM10,CO",110,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Rajasthan,Jaipur,4,O3,199,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Bihar,Siwan,1,CO,93,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Maharashtra,Parbhani,1,O3,85,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Rajasthan,Dungarpur,1,PM10,126,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Karnataka,Bengaluru,12,"PM2.5,PM10",79,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Uttar Pradesh,Greater Noida,2,PM10,148,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Rajasthan,Jaisalmer,1,PM10,116,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Maharashtra,Aurangabad,3,"PM10,O3",88,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Madhya Pradesh,Gwalior,3,"O3,PM2.5,PM10",159,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Andhra Pradesh,Rajamahendravaram,1,PM10,36,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Tamil Nadu,Tirunelveli,1,CO,42,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Mizoram,Aizawl,1,PM10,29,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Odisha,Suakati,1,PM10,94,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Odisha,Angul,1,CO,90,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Bihar,Buxar,1,PM10,45,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Uttar Pradesh,Agra,6,PM10,114,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Rajasthan,Bharatpur,1,PM10,130,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Tamil Nadu,Hosur,1,PM10,83,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Uttar Pradesh,Moradabad,6,"PM10,O3",95,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Kerala,Thiruvananthapuram,2,PM10,48,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Madhya Pradesh,Dewas,1,PM10,115,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Assam,Guwahati,3,"PM2.5,SO2,O3",34,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Uttar Pradesh,Meerut,3,PM10,142,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Maharashtra,Mira Bhayandar,1,PM10,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Bihar,Samastipur,1,PM10,41,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Punjab,Patiala,1,PM10,133,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Uttar Pradesh,Baghpat,1,PM10,221,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Rajasthan,Ajmer,1,PM10,89,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Odisha,Talcher,1,PM2.5,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Tamil Nadu,Thoothukudi,1,PM10,60,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Karnataka,Chikkaballapur,1,PM10,68,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Maharashtra,Jalna,1,PM2.5,99,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Chhattisgarh,Tumidih,1,PM10,76,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,West Bengal,Howrah,5,"O3,PM2.5,PM10",88,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Punjab,Khanna,1,PM10,155,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Maharashtra,Jalgaon,1,PM2.5,122,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Tamil Nadu,Pudukottai,1,PM10,35,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Assam,Sivasagar,1,PM10,34,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Maharashtra,Akola,1,PM10,97,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Uttar Pradesh,Ghaziabad,4,"PM2.5,PM10",164,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Rajasthan,Dausa,1,O3,196,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Maharashtra,Boisar,1,PM10,61,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Punjab,Jalandhar,1,PM2.5,172,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Odisha,Barbil,1,PM10,113,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Tamil Nadu,Ramanathapuram,1,CO,26,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Maharashtra,Pimpri Chinchwad,4,PM10,88,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Uttar Pradesh,Vrindavan,1,PM10,58,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Andhra Pradesh,Tirumala,1,PM10,40,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Tamil Nadu,Ranipet,1,PM10,34,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Maharashtra,Malegaon,1,PM10,101,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Tamil Nadu,Salem,1,SO2,40,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Madhya Pradesh,Ratlam,1,PM10,131,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Assam,Nalbari,1,CO,22,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Rajasthan,Kota,3,"PM2.5,PM10",128,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Rajasthan,Nagaur,1,PM10,165,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Tamil Nadu,Gummidipoondi,1,PM10,56,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Maharashtra,Ulhasnagar,1,PM10,97,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Bihar,Kishanganj,1,PM10,26,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Bihar,Hajipur,1,O3,62,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Bihar,Bettiah,1,CO,79,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Assam,Byrnihat,1,PM2.5,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Madhya Pradesh,Jabalpur,4,"PM10,O3",73,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Rajasthan,Jhunjhunu,1,O3,253,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Maharashtra,Nanded,1,PM10,72,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Maharashtra,Kalyan,2,PM10,80,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Madhya Pradesh,Indore,5,PM10,77,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Rajasthan,Bundi,1,O3,163,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Madhya Pradesh,Mandideep,1,PM10,152,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,West Bengal,Asansol,4,"PM2.5,PM10",80,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Rajasthan,Bhilwara,1,PM10,92,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Rajasthan,Rajsamand,1,PM10,65,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Assam,Silchar,1,PM10,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Rajasthan,Pratapgarh,1,PM10,129,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Madhya Pradesh,Pithampur,1,PM10,136,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Bihar,Purnia,1,CO,60,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Andhra Pradesh,Kadapa,1,O3,54,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Maharashtra,Badlapur,1,PM10,74,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Tamil Nadu,Vellore,1,PM10,42,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Rajasthan,Karauli,1,O3,202,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Bihar,Manguraha,1,CO,60,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,West Bengal,Haldia,1,PM10,38,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Maharashtra,Virar,1,PM10,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Andhra Pradesh,Vijayawada,4,PM2.5,65,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Karnataka,Kalaburagi,1,PM10,45,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Chhattisgarh,Raipur,2,"PM10,NO2",39,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Chhattisgarh,Bhilai,3,"PM10,CO",46,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Uttarakhand,Kashipur,1,PM2.5,67,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Gujarat,Vatva,1,PM10,89,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,West Bengal,Durgapur,2,"PM10,O3",81,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Karnataka,Yadgir,1,NO2,73,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Maharashtra,Sangli,1,PM10,77,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Rajasthan,Sirohi,1,PM10,86,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Odisha,Byasanagar,1,O3,81,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Rajasthan,Tonk,1,PM10,160,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Assam,Nagaon,1,CO,52,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Odisha,Baripada,1,PM2.5,56,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Madhya Pradesh,Damoh,1,PM10,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Odisha,Balasore,1,O3,72,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Tamil Nadu,Chennai,7,"PM10,CO",42,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Uttar Pradesh,Varanasi,4,PM10,57,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Maharashtra,Solapur,2,"PM10,CO",86,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Odisha,Cuttack,1,O3,62,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Uttar Pradesh,Firozabad,2,"PM2.5,PM10",96,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Karnataka,Shivamogga,1,PM10,44,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Odisha,Rairangpur,1,PM2.5,80,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Tamil Nadu,Tiruchirappalli,1,PM10,70,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Maharashtra,Bhiwandi,1,PM10,87,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,West Bengal,Kolkata,6,"PM2.5,O3",78,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Karnataka,Dharwad,1,PM10,69,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Maharashtra,Navi Mumbai,4,"PM10,PM2.5,NO2",94,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Andaman and Nicobar Islands,Sri Vijaya Puram,1,PM10,53,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Maharashtra,Chandrapur,2,"PM10,O3",84,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Rajasthan,Jalore,1,PM10,126,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Karnataka,Bidar,1,PM10,50,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Delhi,Delhi,36,PM10,209,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Tamil Nadu,Kanchipuram,1,PM10,61,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-04-2025,Gujarat,Ankleshwar,1,NO2,75,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
